"","Data1","Data2","Data3"
"1",0.499733758099729,0.31361117318602,-0.728794221044
"2",-0.443235607987851,1.51533785789965,-1.23963464084764
"3",-0.665056511844284,-0.407653303748296,-0.905498407504961
"4",1.36234411816764,0.0393696406976071,0.50406503776652
"5",-0.660416535300819,1.2876223121193,0.513001381589279
"6",1.04523573233879,1.33162444111503,1.28012993355384
"7",0.584412314223922,2.48584795045148,-0.534778742248357
"8",0.233931477858331,0.992296559072332,0.236214619298387
"9",-0.413514559349826,1.43134146985478,-0.806997933168042
"10",-2.55241815878353,0.0250071683448755,-0.11861747321023
"11",0.985625908337896,0.542434401740634,-1.21283440142157
"12",-1.76871869248194,1.36537804023753,0.0813886008053815
"13",-0.484802744546746,-0.260851121720258,-2.84349962041569
"14",-0.659570611593523,1.97235045833171,0.54898984349975
"15",-0.193970305037491,0.634967965682206,-0.610108367271506
"16",0.370733182548954,-0.47516461760434,-0.4943680725154
"17",1.00728107200478,2.18454181913998,-0.715592796831408
"18",-0.592803336240418,-0.668864360014487,0.10749660771338
"19",1.05693830468756,0.558435341906993,0.534990014586702
"20",0.999725561561684,0.612355861255719,-1.78244543846751
"21",-1.35990428706089,-0.475756525969965,-0.622526896965074
"22",-0.206180522001937,-1.46408188608484,0.755106353811054
"23",0.948817140093519,0.572978527563024,-0.887662938494212
"24",-3.14329810308984,0.397081843886443,-0.133247262053471
"25",-0.217776985875144,-0.25995475511721,-1.56798192822453
"26",-0.818429397803653,0.973339136262552,-0.942288664144664
"27",-0.18874856253129,-0.0754018945061846,0.0796858873495026
"28",1.7155698076545,-0.487424170025241,0.673013235052816
"29",0.73461061938652,2.36264502735513,-0.844800928728474
"30",-0.431095040557488,0.996834496752081,-1.28173578932129
"31",0.655725733614996,2.33595472866865,-1.32629830768228
"32",0.222736694132374,-0.274005973368949,0.209740209305911
"33",-2.3137108392483,0.717807210097744,1.27269226343502
"34",1.69356764927478,0.111837713169618,-0.924521074485434
"35",0.313175193248538,2.4536275789849,-0.62242478326818
"36",-1.67221044445616,0.298012266265868,-1.65083989546295
"37",1.17099820470565,0.708217068477918,-2.43669473504843
"38",-0.108027517449794,0.174787809624351,-0.885639096387905
"39",1.00873737921559,0.505072113556199,-0.256325012133497
"40",-0.557345301579405,1.15418476705133,-0.0609673154335818
"41",-1.26628607572735,1.27631424157944,-1.47704533401495
"42",-1.69527010704339,0.378507836349742,1.02794334903431
"43",0.83269677581499,0.913788457740574,0.553128744085906
"44",1.45838459737282,2.18304423831048,-1.9576699240825
"45",-1.09269905707601,1.68003863266447,0.568850094805214
"46",-0.392244596680109,-0.882368056763046,-1.26784869231747
